city,model_a,model_b,dm_stat,p_value,mean_loss_diff,better,significant_5pct
new_york,seasonal_naive,chronos_cov,1.9217931220996254,0.05547984099705085,1.2158851872690473,chronos_cov,False
new_york,seasonal_naive,nas_gru,0.9781129256426039,0.32872427989370234,0.774914756984938,nas_gru,False
new_york,lgbm_direct,chronos,-0.2995923712716853,0.7646738974679255,-0.09880736213901427,lgbm_direct,False
new_york,lgbm_direct,chronos_cov,0.04435224666897659,0.9646500507566719,0.014001691714220329,chronos_cov,False
new_york,lgbm_direct,nas_gru,-1.8139174435863952,0.07058498602321865,-0.426968738569889,lgbm_direct,False
new_york,chronos,chronos_cov,0.6288761771017277,0.5298586905417503,0.11280905385323459,chronos_cov,False
new_york,chronos,nas_gru,-0.7821302346757182,0.4346905021789048,-0.32816137643087473,chronos,False
new_york,chronos_cov,nas_gru,-1.2142208918491908,0.22551863816282,-0.44097043028410937,chronos_cov,False
paris,seasonal_naive,lgbm_direct,2.581735265051635,0.010254812579735005,1.2481664823472074,lgbm_direct,True
paris,seasonal_naive,chronos,1.2169336501715398,0.22448608092936886,0.5838248953883871,chronos,False
paris,seasonal_naive,chronos_cov,0.16940472291148764,0.865580555948388,0.13438213669888158,chronos_cov,False
paris,seasonal_naive,nas_gru,0.4441772343084887,0.6572012367968378,0.4291579781494706,nas_gru,False
paris,lgbm_direct,chronos,-2.3378024200292047,0.019985699826466446,-0.6643415869588203,lgbm_direct,True
paris,lgbm_direct,chronos_cov,-2.08517309791567,0.03781027479760484,-1.1137843456483258,lgbm_direct,True
paris,lgbm_direct,nas_gru,-1.3334948642204432,0.18327545194658945,-0.8190085041977371,lgbm_direct,False
paris,chronos,chronos_cov,-1.048108754885416,0.29534408246620786,-0.4494427586895055,chronos,False
paris,chronos,nas_gru,-0.25462412363202014,0.7991696562708185,-0.15466691723891673,chronos,False
paris,chronos_cov,nas_gru,0.4984067539884888,0.6185244422430471,0.2947758414505889,nas_gru,False
santiago,seasonal_naive,lgbm_direct,3.3213475980842397,0.000994665600553875,1.5281855457463163,lgbm_direct,True
santiago,seasonal_naive,chronos,4.623732243150781,5.389368311168261e-06,1.6804866348777263,chronos,True
santiago,seasonal_naive,chronos_cov,2.870643000825051,0.004356872224207075,1.189620038851963,chronos_cov,True
santiago,seasonal_naive,nas_gru,3.578694501437986,0.00039628537053183245,1.4569631015334576,nas_gru,True
santiago,lgbm_direct,chronos,0.463565606643832,0.6432600419048486,0.15230108913140988,chronos,False
santiago,lgbm_direct,chronos_cov,-1.0058104354450483,0.31523270724682034,-0.33856550689435344,lgbm_direct,False
santiago,lgbm_direct,nas_gru,-0.3403569005537592,0.7338010955995312,-0.0712224442128589,lgbm_direct,False
santiago,chronos,chronos_cov,-1.2702759287165133,0.2048678920911341,-0.4908665960257633,chronos,False
santiago,chronos,nas_gru,-0.9947619012889672,0.32057005279120404,-0.22352353334426878,chronos,False
santiago,chronos_cov,nas_gru,0.8115305245847739,0.4176372949968805,0.26734306268149455,nas_gru,False
seoul,seasonal_naive,lgbm_direct,6.316557356024644,8.506140637920412e-10,4.291698498993405,lgbm_direct,True
seoul,seasonal_naive,chronos,6.723389313876061,7.667501251139132e-11,4.307757542814526,chronos,True
seoul,seasonal_naive,chronos_cov,6.465480467027258,3.5705132973311664e-10,4.158133454202505,chronos_cov,True
seoul,seasonal_naive,nas_gru,5.465966212864257,9.007326572326505e-08,3.873594052450998,nas_gru,True
seoul,lgbm_direct,chronos,0.09707178541702925,0.9227274355721722,0.016059043821122332,chronos,False
seoul,lgbm_direct,chronos_cov,-0.5711622744141749,0.5682726123972344,-0.1335650447908996,lgbm_direct,False
